iter	Logloss
0	0.6819380795
1	0.6625271533
2	0.648921461
3	0.6318590095
4	0.6148523078
5	0.5918723417
6	0.5773906478
7	0.5642492915
8	0.5503649424
9	0.538301353
10	0.5200183363
11	0.5108599376
12	0.5001458777
13	0.488677427
14	0.4753269977
15	0.45588321
16	0.4437531621
17	0.4334824803
18	0.4210956068
19	0.4088252424
20	0.3936544212
21	0.3805793395
22	0.3687810323
23	0.3562578178
24	0.349504241
25	0.3405648886
26	0.3298755784
27	0.3218164329
28	0.3126957445
29	0.3081868183
30	0.3021216335
31	0.2951298909
32	0.2877178882
33	0.2798625532
34	0.2744778323
35	0.2681258328
36	0.260910218
37	0.2524976156
38	0.2484863005
39	0.242239435
40	0.2381302937
41	0.2328213381
42	0.2294975419
43	0.2260560415
44	0.2208321813
45	0.2159333746
46	0.2125038698
47	0.2064762345
48	0.2024149148
49	0.1991732954
50	0.1950905122
51	0.1891431119
52	0.1866852174
53	0.1826780158
54	0.1792992971
55	0.1772182878
56	0.1737672737
57	0.1717481843
58	0.168349289
59	0.1638145677
60	0.1611118087
61	0.15911555
62	0.1545570902
63	0.1505228295
64	0.1471734679
65	0.143371605
66	0.1409007842
67	0.1388247846
68	0.1368967769
69	0.1350609998
70	0.1326852821
71	0.1315515472
72	0.1292538241
73	0.1274565501
74	0.1254662548
75	0.122901365
76	0.1217039407
77	0.1181995668
78	0.1160872241
79	0.1144013462
80	0.1125589394
81	0.110285173
82	0.1087367046
83	0.1076034178
84	0.1057288733
85	0.1043855828
86	0.1027751486
87	0.1011139284
88	0.09939497063
89	0.09768343546
90	0.09512475025
91	0.09396777096
92	0.09195650629
93	0.09069346233
94	0.08941957175
95	0.08857714412
96	0.08710040816
97	0.08609430474
98	0.08436736141
99	0.08314758898
100	0.08220523237
101	0.08057782162
102	0.07932522785
103	0.07794849557
104	0.07702720596
105	0.07664690822
106	0.07546494955
107	0.07427801569
108	0.07320469546
109	0.07218701006
110	0.07143210216
111	0.07046159491
112	0.06905967069
113	0.06824080915
114	0.06668597532
115	0.0654219547
116	0.06429302262
117	0.0633329943
118	0.06242020733
119	0.06182594759
120	0.06048660393
121	0.05972402642
122	0.05883578795
123	0.05777039585
124	0.05700209629
125	0.05632891138
126	0.05529324405
127	0.0542585304
128	0.05369340368
129	0.05336808584
130	0.05270308759
131	0.05195614229
132	0.051089643
133	0.05022391354
134	0.04922896695
135	0.04875113591
136	0.0482400469
137	0.04769877928
138	0.04714962373
139	0.04656087347
140	0.04592279067
141	0.04542255976
142	0.04489404609
143	0.04414480278
144	0.04362416555
145	0.04321492149
146	0.04288410279
147	0.04228145818
148	0.04190721857
149	0.04146328892
150	0.04101839985
151	0.04059807651
152	0.04012952942
153	0.03950050078
154	0.03899517404
155	0.03872447991
156	0.03838868888
157	0.03792005562
158	0.03752294219
159	0.037204662
160	0.03675454783
161	0.03644688733
162	0.03609054347
163	0.03569353632
164	0.03545603695
165	0.03512024592
166	0.03475964213
167	0.03442269061
168	0.03412707455
169	0.03363660445
170	0.03324172008
171	0.03286462232
172	0.03246534589
173	0.03196620367
174	0.03169234977
175	0.03108215332
176	0.03079455157
177	0.0305281777
178	0.03034918567
179	0.0300608026
180	0.02971866045
181	0.02938503242
182	0.02904351935
183	0.02884358096
184	0.0285225805
185	0.02829772306
186	0.02795620137
187	0.02778474107
188	0.02740874922
189	0.02709704709
190	0.02684381784
191	0.02651771867
192	0.0263422943
193	0.02600176363
194	0.02570356231
195	0.02535960186
196	0.02487863977
197	0.02456809239
198	0.02439572438
199	0.02419067291
200	0.02389375273
201	0.02374011637
202	0.02360910249
203	0.0232867735
